Accident_ID,Age,Driver_Experience,Vehicle_Speed,Traffic_Density,Visibility,Number_of_Vehicles,Road_Width,Historical_Accidents,Rainfall,Temperature,Hour,Day_of_Week,Weather,Road_Condition,Road_Type,Junction_Type,Lighting,Traffic_Control,Area_Type,Vehicle_Type,Driver_Distraction,Alcohol_Involved,Accident_Risk
ACC10151,20,15,43.3,40.9,8.98,2,8.9,9,5.4,33.7,16,Tuesday,Fog,Dry,Residential,Crossroad,Daylight,Stop Sign,Rural,Motorcycle,No,No,Medium
ACC10152,32,17,50.6,64.6,10.33,4,6.3,11,0.1,23.4,15,Friday,Clear,Dry,Urban Road,Crossroad,Daylight,Stop Sign,Urban,Car,No,No,Low
ACC10153,41,18,70.9,47.6,3.25,4,12.3,4,0.54,35.9,8,Sunday,Clear,Damaged,Urban Road,Intersection,Poor,Uncontrolled,Urban,Car,No,No,High
ACC10154,38,25,60.4,26.7,6.95,2,11.3,5,4.06,28.6,16,Sunday,Cloudy,Wet,Urban Road,Roundabout,Poor,Stop Sign,Suburban,Car,Yes,Yes,High
ACC10155,40,18,61.4,98.1,7.87,4,6.8,6,8.07,28.0,20,Thursday,Storm,Wet,Rural Road,T-Junction,Poor,Stop Sign,Rural,Car,Yes,No,High
ACC10156,38,14,82.3,10.6,8.36,2,5.4,4,0.05,25.1,23,Monday,Clear,Dry,Highway,Intersection,Street Lights,Traffic Police,Suburban,Car,No,No,Medium
ACC10157,43,33,71.4,90.7,9.99,2,8.1,5,26.83,33.9,13,Wednesday,Rain,Dry,Urban Road,Straight Road,Street Lights,Stop Sign,Rural,Motorcycle,No,No,High
ACC10158,32,27,20.6,34.5,6.33,2,6.5,7,19.11,28.9,11,Tuesday,Rain,Wet,Urban Road,T-Junction,Street Lights,Signal,Urban,Truck,Yes,No,High
ACC10159,36,16,87.0,46.4,4.62,2,7.7,6,0.03,28.3,17,Friday,Clear,Dry,Residential,Intersection,Daylight,Signal,Suburban,Truck,No,No,High
ACC10160,49,32,52.3,62.2,7.97,1,7.8,4,12.89,19.1,18,Saturday,Rain,Dry,Rural Road,Intersection,Daylight,Signal,Rural,Car,Yes,No,High
ACC10161,44,32,69.4,92.3,5.07,4,5.1,4,0.07,25.0,20,Monday,Clear,Wet,Highway,Roundabout,Daylight,Uncontrolled,Urban,SUV,No,Yes,High
ACC10162,21,9,61.6,49.3,6.61,3,5.9,8,5.2,27.6,3,Tuesday,Cloudy,Dry,Highway,Straight Road,Poor,Signal,Rural,Bus,No,No,Medium
ACC10163,26,19,43.2,43.4,4.77,4,5.6,4,4.78,32.0,15,Saturday,Cloudy,Dry,Highway,Straight Road,Daylight,Signal,Urban,SUV,Yes,No,High
ACC10164,21,0,65.6,100.0,11.64,2,10.0,9,4.21,36.9,13,Tuesday,Cloudy,Dry,Highway,Intersection,Poor,Signal,Suburban,Car,No,No,High
ACC10165,33,23,47.2,79.4,8.43,6,7.5,3,1.31,21.7,13,Wednesday,Clear,Dry,Residential,Roundabout,Daylight,Stop Sign,Rural,Truck,No,No,Medium
ACC10166,18,11,51.3,86.8,6.74,4,10.3,7,4.93,26.8,6,Wednesday,Rain,Icy,Urban Road,Intersection,Street Lights,Signal,Urban,Car,No,Yes,High
ACC10167,41,20,71.0,100.0,5.91,7,5.2,6,1.1,32.0,21,Saturday,Clear,Dry,Highway,Crossroad,Daylight,Signal,Urban,Bus,No,No,High
ACC10168,25,10,44.6,68.9,6.74,3,9.0,4,0.03,33.0,0,Saturday,Clear,Dry,Urban Road,Crossroad,Daylight,Stop Sign,Urban,Car,Yes,Yes,Medium
ACC10169,18,0,22.6,71.2,11.79,5,9.3,4,0.28,18.4,11,Friday,Clear,Dry,Highway,Roundabout,Poor,Uncontrolled,Urban,Car,No,No,Medium
ACC10170,59,36,42.6,63.5,4.28,4,8.8,10,2.3,27.5,13,Thursday,Cloudy,Wet,Highway,Intersection,Daylight,Signal,Urban,Motorcycle,No,Yes,High
ACC10171,27,14,80.7,90.0,7.3,4,9.9,4,12.43,33.2,4,Sunday,Rain,Dry,Highway,Roundabout,Daylight,Stop Sign,Urban,Motorcycle,No,No,High
ACC10172,18,12,75.2,48.4,8.49,3,6.8,3,0.45,13.5,0,Saturday,Clear,Dry,Urban Road,Intersection,Daylight,Signal,Rural,Motorcycle,Yes,No,High
ACC10173,29,19,67.0,41.3,5.45,5,10.1,7,0.36,14.6,2,Wednesday,Cloudy,Dry,Highway,Intersection,Daylight,Traffic Police,Urban,Car,No,No,Medium
ACC10174,52,46,64.8,78.7,5.67,2,6.7,9,0.02,25.5,13,Friday,Clear,Dry,Urban Road,Crossroad,Daylight,Signal,Urban,Motorcycle,No,No,Medium
ACC10175,18,10,93.9,58.9,5.41,5,7.4,4,3.74,21.6,21,Tuesday,Cloudy,,Urban Road,T-Junction,Street Lights,Traffic Police,Rural,SUV,Yes,No,High
ACC10176,46,24,80.8,57.6,8.23,5,9.7,7,1.93,22.3,16,Sunday,Clear,Wet,Urban Road,Straight Road,Daylight,Traffic Police,Rural,SUV,Yes,No,High
ACC10177,18,0,44.2,37.6,9.4,4,11.3,10,3.56,21.8,1,Thursday,Rain,Damaged,Rural Road,Straight Road,Street Lights,Uncontrolled,Suburban,Motorcycle,No,No,Low
ACC10178,40,21,66.3,16.2,10.43,2,4.9,4,0.37,16.6,5,Monday,Clear,Dry,Highway,Roundabout,Daylight,Signal,Suburban,Motorcycle,No,No,Low
ACC10179,23,3,69.3,19.2,7.07,2,6.1,3,4.57,26.6,4,Tuesday,Fog,Dry,Highway,Straight Road,,Stop Sign,Urban,Car,Yes,No,High
ACC10180,35,15,45.2,80.0,9.21,6,8.9,2,0.93,27.3,13,Sunday,Clear,Damaged,Rural Road,Crossroad,Street Lights,Signal,Urban,Car,No,No,Low
ACC10181,29,22,65.3,27.7,10.58,6,10.9,2,1.21,29.1,10,Friday,Clear,Dry,Rural Road,T-Junction,Daylight,Uncontrolled,Urban,Car,No,No,Low
ACC10182,38,32,43.8,81.3,8.89,4,3.1,8,0.16,20.0,16,Monday,Clear,Wet,Highway,Intersection,Daylight,Uncontrolled,Suburban,Motorcycle,No,No,High
ACC10183,41,22,56.8,100.0,8.18,6,4.2,8,4.22,31.3,14,Sunday,Fog,Dry,Highway,Intersection,Daylight,Traffic Police,Urban,Truck,No,No,High
ACC10184,41,35,54.6,86.5,6.43,2,12.2,4,3.87,32.4,9,Tuesday,Fog,Damaged,Highway,Crossroad,Street Lights,Stop Sign,Suburban,Motorcycle,No,No,High
ACC10185,27,6,80.7,67.3,6.02,2,14.0,7,0.06,24.3,15,Wednesday,Clear,Wet,Highway,Straight Road,Street Lights,Stop Sign,Urban,Car,Yes,Yes,High
ACC10186,38,21,75.8,65.8,11.51,2,8.9,2,19.67,22.7,21,Friday,Rain,Damaged,Highway,Intersection,Poor,Stop Sign,Urban,Motorcycle,No,No,High
ACC10187,45,38,41.5,30.5,7.33,5,7.4,10,1.41,24.7,0,Monday,Rain,Wet,Rural Road,Straight Road,Daylight,Signal,Suburban,Car,Yes,No,Medium
ACC10188,32,14,94.8,79.7,7.79,3,8.1,5,1.48,35.8,0,Saturday,Cloudy,Dry,Residential,Crossroad,Daylight,Stop Sign,Rural,Bus,Yes,No,High
ACC10189,37,20,69.8,100.0,12.0,2,4.8,4,0.7,20.0,4,Wednesday,Cloudy,Damaged,Urban Road,Intersection,Daylight,Stop Sign,Urban,Car,Yes,No,High
ACC10190,23,10,32.4,24.7,7.32,3,8.4,2,0.1,26.5,7,Saturday,Clear,Dry,Urban Road,Roundabout,Daylight,Traffic Police,Urban,Motorcycle,No,No,Low
ACC10191,38,17,40.8,65.8,7.09,4,4.7,4,0.54,32.6,1,Saturday,Clear,Dry,Highway,T-Junction,Daylight,Stop Sign,Urban,Truck,No,No,Medium
ACC10192,28,17,34.7,54.4,8.53,1,6.5,4,6.18,32.5,5,Monday,Fog,Wet,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,Car,Yes,No,High
ACC10193,33,20,49.4,73.1,4.14,3,7.9,4,3.35,24.3,4,Thursday,Fog,Wet,Urban Road,Straight Road,Street Lights,Uncontrolled,Suburban,Car,No,Yes,High
ACC10194,35,16,89.3,55.5,6.67,5,9.0,5,2.88,20.0,6,Sunday,Cloudy,Damaged,Residential,Straight Road,Daylight,Stop Sign,Urban,Motorcycle,No,No,High
ACC10195,37,17,57.1,99.6,6.35,5,10.8,7,1.17,22.0,0,Sunday,Clear,Dry,Urban Road,Straight Road,Street Lights,Signal,Urban,Car,Yes,No,High
ACC10196,30,20,63.2,63.9,6.1,4,4.9,6,0.59,24.3,19,Thursday,Clear,Wet,Residential,Crossroad,Daylight,Stop Sign,Rural,Motorcycle,Yes,No,High
ACC10197,53,48,93.3,79.6,11.35,2,14.7,3,3.96,30.6,23,Friday,Rain,Wet,Rural Road,Crossroad,Poor,Signal,Urban,Bus,No,No,High
ACC10198,24,15,41.7,83.6,5.99,2,8.5,8,5.18,25.1,4,Monday,Fog,Dry,Rural Road,Crossroad,Poor,Signal,Urban,Car,No,No,High
ACC10199,18,8,64.2,61.3,6.26,4,5.3,12,3.22,19.8,10,Sunday,Fog,Dry,Urban Road,Crossroad,Poor,Signal,Urban,Motorcycle,No,No,High
ACC10200,21,0,77.7,45.9,7.74,3,10.7,6,27.59,21.7,4,Thursday,Rain,Dry,Urban Road,Intersection,,Traffic Police,Urban,SUV,No,No,High
ACC10201,24,1,42.1,55.3,6.04,2,9.6,9,5.99,19.9,23,Tuesday,Cloudy,Dry,Highway,Crossroad,Street Lights,Signal,Urban,Motorcycle,Yes,No,High
ACC10202,35,17,73.0,78.0,7.23,2,6.1,6,0.35,31.6,22,Tuesday,Clear,Icy,Urban Road,Intersection,Street Lights,Uncontrolled,Suburban,SUV,No,No,High
ACC10203,55,36,62.4,90.7,7.01,4,6.3,7,0.66,18.0,5,Thursday,Clear,Wet,Urban Road,Roundabout,Daylight,Uncontrolled,Suburban,Car,Yes,No,High
ACC10204,39,22,33.5,53.2,7.23,3,10.3,7,6.62,36.7,13,Sunday,Fog,Wet,Urban Road,Crossroad,Street Lights,Stop Sign,Urban,Truck,No,No,Medium
ACC10205,32,11,74.3,82.9,4.59,2,7.1,10,0.7,32.5,15,Saturday,Cloudy,Icy,Urban Road,Roundabout,Street Lights,Stop Sign,Suburban,Truck,No,No,High
ACC10206,27,15,64.0,39.6,9.71,2,6.4,5,0.11,19.0,2,Saturday,Clear,Dry,Urban Road,Crossroad,Poor,Uncontrolled,Urban,SUV,No,No,Medium
ACC10207,48,32,59.7,,8.87,4,8.7,4,1.45,32.2,17,Thursday,Clear,Wet,Rural Road,Roundabout,Daylight,Signal,Urban,Car,No,No,Low
ACC10208,23,5,64.6,58.8,7.18,4,5.7,4,19.13,21.9,1,Friday,Rain,Dry,Urban Road,T-Junction,Daylight,Signal,Rural,Car,Yes,No,High
ACC10209,18,4,87.1,25.3,8.52,3,12.2,8,0.44,11.4,16,Saturday,Clear,Damaged,Urban Road,Roundabout,Street Lights,Traffic Police,Urban,Car,No,No,Medium
ACC10210,25,5,58.4,81.0,6.85,4,9.0,6,0.81,22.1,18,Friday,Clear,Dry,Highway,Intersection,Poor,Signal,Urban,SUV,No,No,High
ACC10211,29,5,43.6,75.9,7.76,2,9.1,9,0.63,12.3,1,Tuesday,Cloudy,Damaged,Residential,Straight Road,Daylight,Uncontrolled,Rural,Motorcycle,No,No,High
ACC10212,41,23,34.7,100.0,3.29,6,5.5,4,14.31,20.7,0,Wednesday,Rain,Dry,Urban Road,Roundabout,Daylight,Stop Sign,Urban,SUV,No,No,High
ACC10213,44,38,44.2,74.6,9.2,3,7.0,5,24.4,19.7,19,Monday,Rain,Dry,Urban Road,Straight Road,,Signal,Urban,Car,Yes,No,Medium
ACC10214,41,24,41.7,95.2,5.35,4,10.9,7,1.63,26.4,16,Wednesday,Clear,Wet,Highway,T-Junction,Daylight,Traffic Police,Suburban,Car,No,No,High
ACC10215,18,0,46.1,100.0,7.56,4,7.0,9,32.52,31.5,4,Friday,Rain,Dry,Residential,T-Junction,Daylight,Uncontrolled,Suburban,Car,No,Yes,High
ACC10216,35,24,54.8,39.2,8.77,2,6.4,5,0.32,23.8,8,Saturday,Clear,Wet,Rural Road,Intersection,Daylight,Signal,Rural,Motorcycle,Yes,No,Medium
ACC10217,35,24,71.7,37.1,12.0,3,6.4,5,0.48,24.7,9,Wednesday,Clear,Dry,Highway,Intersection,Poor,Traffic Police,Urban,Bus,No,No,Medium
ACC10218,39,22,40.9,63.1,,2,6.4,5,15.56,20.2,12,Friday,Rain,Wet,Urban Road,Roundabout,,Uncontrolled,Urban,Car,Yes,No,Medium
ACC10219,18,0,42.0,39.9,2.8,2,8.5,6,3.96,22.7,3,Sunday,Cloudy,Dry,Highway,Crossroad,Daylight,Stop Sign,Urban,SUV,No,No,Medium
ACC10220,30,8,54.9,53.7,6.35,3,6.9,7,8.01,36.8,3,Wednesday,Rain,Dry,Urban Road,T-Junction,Street Lights,Stop Sign,Urban,Car,No,No,High
ACC10221,30,10,57.8,14.9,7.35,3,7.8,11,19.06,27.4,20,Tuesday,Rain,Dry,Rural Road,Straight Road,Poor,Signal,Urban,Truck,No,No,Medium
ACC10222,45,37,72.2,57.5,7.09,1,10.4,6,3.2,27.6,19,Friday,Cloudy,Dry,Rural Road,Crossroad,Poor,Stop Sign,Suburban,Truck,No,No,Medium
ACC10223,35,23,62.0,44.9,3.72,4,8.5,4,0.81,24.6,16,Tuesday,Clear,Dry,Residential,T-Junction,Daylight,Signal,Urban,Car,No,No,Medium
ACC10224,27,19,66.1,53.2,10.05,2,11.9,4,1.39,32.2,16,Wednesday,Clear,Dry,Urban Road,Roundabout,Poor,Stop Sign,Urban,Car,No,No,Low
ACC10225,18,0,60.7,72.7,8.91,4,6.9,8,0.07,26.2,6,Thursday,Clear,Dry,Urban Road,T-Junction,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC10226,20,10,32.9,69.3,6.36,2,5.6,6,0.42,27.2,11,Thursday,Clear,Dry,Highway,Intersection,Street Lights,Uncontrolled,Rural,Car,No,No,Low
ACC10227,41,34,29.6,67.9,6.56,2,11.0,6,50.9,22.0,4,Monday,Storm,Dry,Rural Road,Straight Road,Street Lights,Uncontrolled,Rural,SUV,Yes,No,Medium
ACC10228,18,11,20.0,43.7,8.09,3,9.0,7,0.47,36.7,21,Sunday,Clear,Damaged,Rural Road,Straight Road,Daylight,Signal,Rural,SUV,No,Yes,Medium
ACC10229,18,11,36.1,69.6,10.12,1,8.4,6,4.41,30.8,14,Thursday,Fog,Dry,Urban Road,Intersection,Daylight,Uncontrolled,Urban,Truck,No,No,Low
ACC10230,43,33,52.1,54.8,9.01,3,7.9,1,3.57,25.2,0,Sunday,Cloudy,Dry,Urban Road,Crossroad,Daylight,Stop Sign,Urban,Truck,No,No,Medium
ACC10231,42,21,62.8,50.9,6.38,3,6.5,3,10.59,30.8,12,Monday,Rain,Wet,Highway,Intersection,Poor,Stop Sign,Urban,Car,No,No,High
ACC10232,20,10,20.0,74.8,7.36,6,3.2,5,7.73,25.0,1,Wednesday,Cloudy,Dry,Urban Road,Straight Road,Daylight,Signal,Suburban,Car,Yes,No,High
ACC10233,32,21,42.9,70.9,9.35,4,10.4,5,1.91,20.2,5,Monday,Cloudy,Wet,Residential,Roundabout,Street Lights,Uncontrolled,Urban,Bus,No,No,Medium
ACC10234,51,28,48.0,69.7,8.72,2,10.5,7,1.66,22.9,1,Monday,Cloudy,Dry,Highway,Crossroad,Daylight,Traffic Police,Urban,Motorcycle,No,No,High
ACC10235,35,21,48.1,47.5,5.14,3,6.3,9,0.14,30.2,15,Monday,Clear,Dry,Rural Road,T-Junction,Daylight,Uncontrolled,Urban,Truck,No,No,High
ACC10236,39,24,48.2,44.5,5.79,1,5.3,4,34.09,27.1,15,Sunday,Rain,Dry,Highway,Roundabout,Poor,Traffic Police,Urban,Bus,Yes,No,High
ACC10237,51,46,32.3,31.6,10.49,5,7.1,4,0.26,28.8,20,Tuesday,Clear,Wet,Rural Road,Crossroad,Street Lights,Signal,Urban,Motorcycle,Yes,Yes,Low
ACC10238,55,48,53.3,79.3,10.34,1,5.3,9,0.64,20.6,9,Sunday,Clear,Wet,Urban Road,Straight Road,Poor,Uncontrolled,Urban,Car,No,No,High
ACC10239,35,15,41.1,73.2,9.32,3,11.3,8,4.96,25.3,10,Sunday,Cloudy,Dry,Rural Road,Straight Road,Daylight,Stop Sign,Urban,Bus,No,No,Medium
ACC10240,51,39,80.4,75.6,9.77,2,5.8,5,0.96,23.3,2,Monday,Clear,Dry,Urban Road,Roundabout,Daylight,Signal,Urban,Motorcycle,No,No,High
ACC10241,45,37,77.8,16.5,4.41,3,10.3,11,3.66,22.9,6,Saturday,Fog,Icy,Highway,Crossroad,Daylight,Uncontrolled,Urban,Bus,No,No,High
ACC10242,30,16,42.2,58.7,3.35,3,6.5,7,24.73,23.4,6,Friday,Storm,Dry,Urban Road,T-Junction,Daylight,Uncontrolled,Suburban,Motorcycle,No,No,High
ACC10243,39,33,44.4,21.6,6.44,4,10.2,8,0.62,25.4,4,Wednesday,Fog,Dry,Highway,T-Junction,Daylight,Signal,Urban,Car,No,No,Medium
ACC10244,18,0,89.6,30.2,10.05,4,9.6,5,0.57,32.4,9,Tuesday,Clear,Damaged,Urban Road,Intersection,Street Lights,Signal,Suburban,Car,No,No,Medium
ACC10245,41,34,32.3,92.6,7.45,3,12.0,4,0.13,27.3,12,Friday,Clear,Wet,Urban Road,Roundabout,Daylight,Signal,Urban,Truck,No,No,Medium
ACC10246,29,23,58.8,34.1,7.23,3,5.9,8,1.46,22.5,22,Wednesday,Fog,Dry,Residential,Crossroad,Daylight,Signal,Urban,Motorcycle,No,No,High
ACC10247,26,13,84.4,45.7,12.0,4,5.7,8,0.23,30.0,1,Sunday,Clear,Wet,Urban Road,Roundabout,Daylight,Signal,Suburban,Motorcycle,Yes,No,High
ACC10248,46,29,41.3,47.3,8.53,4,7.1,3,20.28,21.4,20,Tuesday,Storm,Damaged,Rural Road,T-Junction,Street Lights,Signal,Rural,Motorcycle,No,Yes,High
ACC10249,23,3,29.0,36.5,7.5,5,13.6,6,15.89,38.3,15,Sunday,Storm,Dry,Residential,Crossroad,Street Lights,Signal,Suburban,Motorcycle,Yes,No,High
ACC10250,39,33,48.0,34.4,6.91,2,6.8,7,13.56,17.6,0,Wednesday,Fog,Dry,Urban Road,Straight Road,Daylight,Traffic Police,Urban,Car,No,No,Medium
ACC10251,45,33,52.8,15.6,9.47,4,8.4,4,0.33,27.9,18,Thursday,Clear,Dry,Rural Road,Straight Road,Daylight,Uncontrolled,Urban,Car,Yes,Yes,Medium
ACC10252,30,20,60.6,30.6,9.01,3,8.9,5,0.36,30.0,19,Wednesday,Clear,Damaged,Urban Road,Crossroad,Daylight,Signal,Urban,Car,No,No,Low
ACC10253,37,17,59.7,62.5,8.14,2,7.8,5,8.39,27.5,20,Thursday,Fog,Wet,Urban Road,Roundabout,Poor,Traffic Police,Urban,Car,No,Yes,High
ACC10254,26,14,64.7,41.8,5.27,5,11.0,9,0.13,27.4,16,Sunday,Clear,Dry,Highway,Roundabout,Poor,Stop Sign,Urban,Motorcycle,Yes,No,High
ACC10255,25,7,20.0,41.8,9.16,2,8.4,6,0.34,19.2,8,Thursday,Clear,Damaged,Residential,Straight Road,Street Lights,Stop Sign,Urban,Car,Yes,Yes,Low
ACC10256,32,17,58.7,5.0,6.17,2,10.9,1,4.41,23.6,9,Saturday,Cloudy,Dry,Urban Road,Straight Road,,Stop Sign,Urban,Car,Yes,No,Medium
ACC10257,70,54,44.6,41.8,5.79,3,12.0,9,7.05,39.6,14,Wednesday,Fog,Dry,Highway,T-Junction,Daylight,Signal,Suburban,Car,No,Yes,High
ACC10258,55,43,81.2,100.0,7.68,5,9.0,2,28.59,32.4,13,Sunday,Rain,Dry,Highway,Crossroad,Street Lights,Signal,Suburban,Car,No,No,High
ACC10259,29,19,71.1,39.8,9.11,4,7.7,5,4.11,37.0,9,Sunday,Cloudy,Dry,Residential,Roundabout,Poor,Signal,Urban,SUV,No,No,High
ACC10260,33,27,75.2,77.4,9.07,1,9.7,5,0.1,28.2,1,Thursday,Clear,Damaged,Urban Road,T-Junction,Poor,Stop Sign,Rural,Car,No,No,High
ACC10261,30,22,75.6,39.0,12.0,3,11.1,6,2.64,30.3,18,Saturday,Cloudy,Dry,Rural Road,Roundabout,Poor,Stop Sign,Suburban,Truck,Yes,No,High
ACC10262,20,12,60.3,67.3,9.11,7,7.2,8,41.81,27.0,2,Tuesday,Storm,Wet,Rural Road,Straight Road,Daylight,Uncontrolled,Urban,Car,No,No,High
ACC10263,27,3,49.3,95.6,6.99,2,10.2,4,0.46,21.7,14,Thursday,Clear,Dry,Rural Road,Crossroad,Poor,Signal,Urban,Bus,Yes,No,High
ACC10264,29,5,55.0,57.0,6.34,1,8.8,8,4.17,25.3,15,Monday,Cloudy,Dry,Residential,Intersection,Street Lights,Uncontrolled,Suburban,SUV,No,No,Low
ACC10265,18,8,74.6,46.3,7.31,2,8.6,9,2.0,15.9,16,Tuesday,Fog,Icy,Rural Road,Crossroad,,Stop Sign,Urban,Motorcycle,No,No,High
ACC10266,32,25,52.5,60.0,7.09,4,3.0,7,18.48,24.7,15,Sunday,Rain,Dry,Urban Road,Intersection,Daylight,Traffic Police,Rural,Bus,No,No,Medium
ACC10267,43,32,59.2,34.3,12.0,5,10.4,6,22.1,28.0,3,Saturday,Rain,Dry,Highway,T-Junction,Daylight,Signal,Urban,Car,No,No,Medium
ACC10268,56,35,56.0,61.2,5.66,2,8.8,8,22.27,19.9,4,Tuesday,Rain,Dry,Highway,Intersection,Daylight,Traffic Police,Urban,Car,No,No,High
ACC10269,41,19,53.0,55.8,6.97,8,8.5,3,0.14,19.9,17,Tuesday,Clear,Damaged,Urban Road,Intersection,Daylight,Uncontrolled,Rural,Car,No,No,Medium
ACC10270,25,10,80.4,65.1,12.0,1,6.9,3,0.25,24.0,0,Sunday,Clear,Dry,Highway,T-Junction,Daylight,Stop Sign,Rural,Car,No,No,High
ACC10271,24,8,48.4,7.0,10.26,3,5.2,3,7.28,37.0,0,Monday,Rain,Dry,Highway,Crossroad,Poor,Uncontrolled,Urban,Car,No,No,Medium
ACC10272,34,20,37.6,59.1,6.49,6,6.4,2,23.62,30.9,21,Monday,Rain,Dry,Highway,T-Junction,Daylight,Signal,Suburban,Car,No,No,Medium
ACC10273,35,26,70.1,71.9,12.0,6,6.4,7,2.39,21.8,21,Monday,Fog,Dry,Residential,Straight Road,Daylight,Traffic Police,Urban,Motorcycle,No,No,High
ACC10274,34,28,55.2,57.0,3.25,4,11.3,9,5.59,27.8,14,Monday,Fog,Wet,Urban Road,Straight Road,Daylight,Signal,Suburban,Truck,Yes,No,High
ACC10275,48,31,47.5,79.3,7.45,3,6.6,8,1.45,38.8,21,Saturday,Cloudy,Dry,Residential,Intersection,Daylight,Stop Sign,Rural,Car,No,No,Medium
ACC10276,40,19,49.2,34.6,7.7,3,7.2,10,0.54,25.7,9,Monday,Cloudy,Dry,Highway,T-Junction,Poor,Signal,Urban,Car,No,No,Low
ACC10277,40,20,51.5,40.6,9.28,3,9.7,4,26.04,21.7,21,Saturday,Rain,Dry,Highway,T-Junction,Daylight,Signal,Urban,Motorcycle,No,Yes,Medium
ACC10278,39,16,44.7,72.3,5.98,3,11.6,5,1.77,32.5,6,Saturday,Cloudy,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Urban,Motorcycle,No,No,High
ACC10279,27,6,86.0,78.3,6.4,3,9.4,7,8.24,18.7,7,Friday,Rain,Damaged,Highway,Crossroad,Poor,Traffic Police,Urban,Car,Yes,No,High
ACC10280,18,7,77.6,89.4,7.04,4,12.7,9,41.8,20.5,8,Sunday,Rain,Dry,Highway,Roundabout,Poor,Stop Sign,Urban,Car,Yes,No,High
ACC10281,34,27,34.8,62.8,7.15,3,11.0,5,6.75,29.3,9,Friday,Fog,Icy,Highway,Roundabout,Daylight,Traffic Police,Rural,Motorcycle,Yes,No,High
ACC10282,28,14,46.8,13.6,12.0,4,10.7,3,0.66,14.4,8,Monday,Clear,Dry,Highway,Roundabout,Street Lights,Stop Sign,Urban,Car,No,No,Low
ACC10283,42,30,51.4,85.9,11.87,2,10.2,4,2.44,33.6,4,Saturday,Clear,Dry,Residential,Crossroad,Street Lights,Signal,Urban,SUV,No,No,Medium
ACC10284,29,9,20.0,65.5,5.07,3,10.1,7,1.17,21.9,11,Tuesday,Clear,Damaged,Rural Road,T-Junction,,Signal,Suburban,Car,No,No,Low
ACC10285,48,42,45.8,62.8,7.69,5,6.5,13,1.81,35.0,17,Thursday,Cloudy,Dry,Urban Road,Roundabout,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC10286,42,18,66.4,95.2,3.07,3,6.7,0,1.91,32.1,11,Thursday,Clear,Wet,Urban Road,T-Junction,Poor,Signal,Urban,Motorcycle,No,No,High
ACC10287,53,29,54.1,75.6,6.62,4,8.6,6,4.33,17.0,1,Friday,Cloudy,Icy,Highway,Intersection,Daylight,Stop Sign,Urban,SUV,Yes,No,High
ACC10288,52,45,80.9,78.9,7.37,4,12.4,9,2.77,37.4,8,Monday,Cloudy,Dry,Urban Road,Roundabout,Daylight,Signal,Suburban,Truck,Yes,No,High
ACC10289,43,29,65.2,9.4,5.98,6,6.8,2,0.4,26.4,5,Wednesday,Clear,Dry,Highway,Intersection,Daylight,Signal,Urban,Car,No,No,Low
ACC10290,22,0,83.2,46.2,5.15,4,7.6,3,1.18,23.1,12,Thursday,Cloudy,Wet,Urban Road,Crossroad,Daylight,Uncontrolled,Suburban,Car,Yes,No,High
ACC10291,30,21,69.9,81.7,7.13,4,6.8,4,0.08,31.7,8,Sunday,Clear,Dry,Highway,Straight Road,Poor,Stop Sign,Urban,Motorcycle,No,No,High
ACC10292,27,8,55.4,56.6,5.02,3,8.8,4,1.19,22.9,14,Sunday,Clear,Dry,Urban Road,Crossroad,Street Lights,Signal,Suburban,Car,No,No,Low
ACC10293,36,17,39.5,69.9,8.73,4,9.3,5,3.66,31.7,21,Saturday,Rain,Dry,Urban Road,Crossroad,Daylight,Signal,Suburban,Truck,No,No,Low
ACC10294,40,30,36.9,63.1,8.33,6,7.3,10,0.55,21.4,20,Sunday,Clear,Dry,Rural Road,Crossroad,Daylight,Signal,Suburban,Motorcycle,No,No,Medium
ACC10295,32,27,63.5,81.9,3.35,2,9.8,11,2.29,37.3,8,Saturday,Clear,Wet,Highway,Roundabout,Daylight,Signal,Urban,Car,Yes,No,High
ACC10296,42,24,74.5,27.4,8.9,2,9.2,7,9.93,29.4,11,Thursday,Cloudy,Dry,Residential,Intersection,Poor,Stop Sign,Urban,Car,No,Yes,High
ACC10297,28,11,60.6,18.0,5.29,4,6.6,10,7.69,24.9,17,Tuesday,Rain,Dry,Residential,Roundabout,Street Lights,Stop Sign,Rural,Bus,No,No,Low
ACC10298,18,0,66.0,52.8,8.07,1,11.6,6,0.67,24.0,7,Thursday,Clear,Wet,Highway,Straight Road,Street Lights,Signal,Urban,Motorcycle,No,Yes,High
ACC10299,37,29,70.3,67.0,5.08,1,9.0,5,1.19,33.3,12,Friday,Cloudy,Dry,Urban Road,Crossroad,Street Lights,Signal,Urban,Bus,No,No,Medium
ACC10300,32,15,50.7,45.7,11.02,2,14.0,5,0.61,30.9,14,Sunday,Clear,Dry,Rural Road,T-Junction,Street Lights,Signal,Suburban,Car,Yes,No,Low
ACC10301,36,20,66.5,56.8,8.4,2,11.4,3,1.69,24.9,7,Monday,Clear,,Residential,Straight Road,Street Lights,Signal,Rural,Truck,No,No,Medium
